@attribute Std_Mem20_PeakRatio_Chroma_D#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_E_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_F_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_F#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_G_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Chroma_G#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Mem20_PeakRatio_Minimum_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute output {no_label}


@data
% filename D.wav
% srate 86.1328
0.044531,0.042153,0.050584,0.103886,-58.267560,8.187841,-2.991974,-0.326023,-0.617078,-0.423552,-0.049422,-2.455796,-3.796882,-1.180917,1.809647,2.867954,2.231545,0.000008,0.000016,0.000030,0.000060,0.000149,0.000276,0.000212,0.000070,0.000025,0.000010,0.000004,0.000004,4.000875,135.458138,0.013082,0.006574,0.000000,0.074519,0.759251,0.673975,0.528406,0.515214,0.473421,0.461576,0.289311,0.637493,0.257818,0.264588,0.300871,0.237446,0.266514,0.000005,0.000011,0.000021,0.000029,0.000039,0.000053,0.000055,0.000037,0.000017,0.000007,0.000004,0.000004,0.567035,105.013033,no_label
0.045898,0.042674,0.050584,0.102040,-58.270204,8.112147,-3.041812,-0.408970,-0.618017,-0.453425,-0.048246,-2.439204,-3.811654,-1.245462,1.799050,2.849795,2.207634,0.000007,0.000015,0.000028,0.000057,0.000146,0.000271,0.000206,0.000066,0.000023,0.000009,0.000004,0.000004,4.039865,140.084037,0.012845,0.006261,0.000000,0.073440,0.761155,0.566008,0.528841,0.544332,0.474112,0.483661,0.287579,0.625539,0.253035,0.178751,0.320712,0.231967,0.275956,0.000005,0.000010,0.000020,0.000028,0.000038,0.000050,0.000052,0.000035,0.000016,0.000007,0.000004,0.000004,0.546250,103.310752,no_label
0.047266,0.043076,0.050584,0.101933,-58.291395,8.112066,-3.051334,-0.493757,-0.628664,-0.488194,-0.058123,-2.397461,-3.789588,-1.253209,1.815800,2.826214,2.159937,0.000007,0.000014,0.000026,0.000054,0.000142,0.000266,0.000201,0.000063,0.000022,0.000009,0.000004,0.000004,4.069935,143.851410,0.012454,0.005892,0.000000,0.073545,0.759176,0.565995,0.529287,0.576648,0.484234,0.520043,0.298228,0.594219,0.248518,0.178482,0.307278,0.215322,0.257601,0.000005,0.000009,0.000018,0.000025,0.000034,0.000045,0.000047,0.000032,0.000014,0.000006,0.000004,0.000004,0.521911,101.847283,no_label
0.048340,0.043411,0.050584,0.105839,-58.232571,8.080625,-3.014271,-0.528773,-0.572800,-0.453390,-0.067457,-2.306353,-3.781048,-1.229638,1.825354,2.814012,2.161443,0.000007,0.000014,0.000025,0.000052,0.000138,0.000260,0.000195,0.000059,0.000020,0.000008,0.000004,0.000003,4.094457,142.928784,0.011765,0.005571,0.000000,0.071635,0.773225,0.552076,0.530324,0.559310,0.451222,0.486060,0.305541,0.488301,0.250040,0.162926,0.310670,0.197211,0.258659,0.000005,0.000009,0.000016,0.000022,0.000027,0.000035,0.000038,0.000027,0.000013,0.000006,0.000004,0.000004,0.500868,102.265829,no_label
0.049316,0.043577,0.050584,0.111464,-58.275768,8.100993,-3.014092,-0.549927,-0.504977,-0.451201,-0.087949,-2.282774,-3.793633,-1.255220,1.832040,2.834822,2.155743,0.000007,0.000013,0.000024,0.000051,0.000136,0.000257,0.000192,0.000057,0.000020,0.000008,0.000004,0.000004,4.103366,138.485660,0.010925,0.005379,0.000000,0.069833,0.772029,0.599681,0.530354,0.545743,0.374434,0.484868,0.312668,0.485928,0.236707,0.160808,0.302192,0.227252,0.257470,0.000005,0.000008,0.000015,0.000020,0.000024,0.000030,0.000033,0.000024,0.000011,0.000006,0.000004,0.000004,0.491404,103.760557,no_label
0.050293,0.043716,0.050584,0.112715,-58.264885,8.105313,-2.951949,-0.614466,-0.464910,-0.395909,-0.118599,-2.254320,-3.744777,-1.277626,1.821140,2.833891,2.145605,0.000007,0.000013,0.000023,0.000050,0.000134,0.000254,0.000189,0.000055,0.000019,0.000008,0.000004,0.000004,4.112200,137.149776,0.009724,0.005189,0.000000,0.070322,0.777553,0.600850,0.559922,0.545418,0.351986,0.429483,0.367546,0.465381,0.231407,0.165007,0.310819,0.226099,0.252350,0.000005,0.000008,0.000014,0.000019,0.000022,0.000026,0.000028,0.000021,0.000010,0.000005,0.000004,0.000004,0.481075,104.394785,no_label
0.051758,0.043676,0.050584,0.113237,-58.365109,8.128140,-2.921838,-0.658350,-0.448752,-0.380145,-0.168840,-2.237931,-3.724379,-1.293213,1.850213,2.878232,2.162794,0.000007,0.000013,0.000023,0.000049,0.000133,0.000252,0.000188,0.000055,0.000019,0.000008,0.000004,0.000004,4.104464,134.278141,0.008252,0.005238,0.000000,0.069945,0.754759,0.609295,0.589365,0.504793,0.360155,0.437963,0.415802,0.449515,0.222506,0.171832,0.326280,0.281556,0.269895,0.000005,0.000008,0.000014,0.000018,0.000021,0.000026,0.000027,0.000021,0.000010,0.000006,0.000004,0.000004,0.490326,106.584734,no_label
0.053125,0.043739,0.050584,0.102899,-58.429828,8.170610,-2.898369,-0.699793,-0.408267,-0.375078,-0.189269,-2.215023,-3.698461,-1.295089,1.874688,2.886141,2.156190,0.000007,0.000013,0.000022,0.000048,0.000132,0.000250,0.000186,0.000054,0.000018,0.000008,0.000004,0.000004,4.113071,136.270066,0.006495,0.005173,0.000000,0.066501,0.808039,0.641858,0.574728,0.484833,0.323171,0.434726,0.432031,0.419570,0.214950,0.169922,0.315310,0.289556,0.260245,0.000005,0.000008,0.000014,0.000017,0.000020,0.000027,0.000027,0.000020,0.000010,0.000006,0.000004,0.000004,0.482119,105.568403,no_label
0.053613,0.043768,0.050584,0.092207,-58.506937,8.247468,-2.906645,-0.784691,-0.431611,-0.404727,-0.198388,-2.171057,-3.667552,-1.299558,1.876956,2.873253,2.131694,0.000006,0.000012,0.000022,0.000047,0.000131,0.000248,0.000184,0.000053,0.000018,0.000008,0.000004,0.000004,4.117229,138.185800,0.004641,0.005134,0.000000,0.057553,0.739466,0.660776,0.563409,0.417914,0.330919,0.452599,0.434324,0.379618,0.192951,0.166371,0.314153,0.299787,0.274189,0.000005,0.000007,0.000013,0.000017,0.000020,0.000027,0.000026,0.000019,0.000010,0.000005,0.000004,0.000004,0.477277,104.421590,no_label
0.052441,0.043832,0.050584,0.094848,-58.590622,8.246762,-2.937608,-0.850513,-0.477133,-0.413741,-0.253141,-2.163703,-3.665579,-1.308732,1.878645,2.839616,2.089157,0.000006,0.000012,0.000021,0.000046,0.000128,0.000243,0.000180,0.000052,0.000017,0.000007,0.000004,0.000003,4.127436,145.434569,0.007050,0.005069,0.000000,0.062249,0.770180,0.660096,0.548367,0.369052,0.379166,0.460504,0.470791,0.366729,0.188369,0.165796,0.313025,0.350920,0.312945,0.000005,0.000007,0.000012,0.000015,0.000018,0.000026,0.000024,0.000018,0.000009,0.000005,0.000004,0.000004,0.468255,103.971211,no_label
0.051855,0.043648,0.050584,0.098314,-58.717571,8.351238,-2.972229,-0.870205,-0.523080,-0.422062,-0.240033,-2.134080,-3.638086,-1.322139,1.901946,2.822908,2.076284,0.000006,0.000012,0.000021,0.000046,0.000126,0.000240,0.000178,0.000051,0.000017,0.000007,0.000004,0.000004,4.112657,140.434517,0.007162,0.005195,0.000000,0.062005,0.683024,0.628985,0.493767,0.379703,0.408839,0.469442,0.470580,0.343155,0.193352,0.166236,0.313916,0.356474,0.321418,0.000005,0.000007,0.000012,0.000015,0.000018,0.000026,0.000024,0.000018,0.000009,0.000005,0.000004,0.000004,0.477860,106.192424,no_label
0.050781,0.043552,0.050584,0.100932,-58.804575,8.435533,-2.965383,-0.886399,-0.546576,-0.465112,-0.260807,-2.126426,-3.653259,-1.335585,1.889369,2.780779,2.027799,0.000005,0.000011,0.000021,0.000045,0.000124,0.000235,0.000175,0.000050,0.000016,0.000007,0.000003,0.000003,4.116138,142.465987,0.008194,0.005301,0.000000,0.060441,0.657632,0.637269,0.498076,0.388388,0.442867,0.488124,0.478181,0.349516,0.193451,0.156260,0.302577,0.402171,0.301328,0.000003,0.000006,0.000012,0.000015,0.000017,0.000027,0.000023,0.000017,0.000008,0.000004,0.000002,0.000002,0.473307,104.121009,no_label
0.049512,0.043148,0.050584,0.102961,-58.951877,8.513177,-2.939024,-0.879711,-0.606262,-0.510187,-0.254868,-2.123889,-3.667079,-1.313423,1.885661,2.804190,2.036461,0.000005,0.000011,0.000021,0.000045,0.000122,0.000230,0.000171,0.000050,0.000016,0.000006,0.000003,0.000003,4.089546,145.780427,0.009372,0.005489,0.000000,0.058984,0.771069,0.711327,0.507148,0.387238,0.449606,0.510662,0.479928,0.351515,0.191817,0.211839,0.299454,0.402831,0.305432,0.000003,0.000006,0.000012,0.000015,0.000019,0.000030,0.000025,0.000017,0.000008,0.000004,0.000002,0.000002,0.486512,101.759979,no_label
0.048438,0.042531,0.050584,0.106607,-59.049045,8.548578,-2.925931,-0.885051,-0.672148,-0.564750,-0.274591,-2.126664,-3.683281,-1.298623,1.879145,2.792534,2.028153,0.000005,0.000012,0.000022,0.000045,0.000120,0.000225,0.000169,0.000051,0.000017,0.000006,0.000003,0.000003,4.036770,134.717086,0.009719,0.005538,0.000000,0.058341,0.808072,0.715236,0.514002,0.385058,0.459237,0.493745,0.464096,0.352232,0.207108,0.214331,0.297744,0.410706,0.305741,0.000003,0.000006,0.000012,0.000015,0.000021,0.000035,0.000027,0.000017,0.000008,0.000003,0.000002,0.000002,0.485936,92.589487,no_label
0.048145,0.041845,0.050584,0.106074,-59.087727,8.616351,-2.851768,-0.884552,-0.707237,-0.600549,-0.283158,-2.152319,-3.698638,-1.248215,1.873026,2.749243,2.030912,0.000005,0.000012,0.000023,0.000046,0.000119,0.000221,0.000167,0.000051,0.000017,0.000006,0.000003,0.000002,3.981205,138.271716,0.009614,0.005549,0.000000,0.059043,0.847758,0.711681,0.609553,0.384841,0.473735,0.482268,0.452523,0.348398,0.214011,0.315905,0.290383,0.419426,0.304206,0.000003,0.000006,0.000011,0.000014,0.000022,0.000040,0.000030,0.000016,0.000008,0.000003,0.000002,0.000002,0.485146,91.131832,no_label
0.046875,0.040886,0.050584,0.105284,-59.134654,8.721185,-2.735090,-0.886451,-0.753450,-0.627556,-0.305655,-2.204144,-3.708336,-1.199209,1.872533,2.719555,2.001552,0.000006,0.000013,0.000024,0.000047,0.000119,0.000218,0.000166,0.000053,0.000018,0.000007,0.000003,0.000003,3.900580,130.962768,0.010316,0.005438,0.000000,0.059956,0.871365,0.689611,0.683685,0.383324,0.467311,0.463960,0.419052,0.327987,0.209900,0.385779,0.290291,0.418582,0.293527,0.000003,0.000006,0.000011,0.000013,0.000022,0.000042,0.000030,0.000015,0.000007,0.000003,0.000002,0.000002,0.470008,92.830693,no_label
0.048047,0.039975,0.050584,0.103168,-58.959892,8.711206,-2.625534,-0.890060,-0.805111,-0.647670,-0.347428,-2.235423,-3.678739,-1.167769,1.846609,2.633217,1.952299,0.000006,0.000013,0.000026,0.000049,0.000118,0.000214,0.000165,0.000055,0.000019,0.000007,0.000003,0.000003,3.809961,126.195745,0.012466,0.005143,0.000000,0.061399,1.045260,0.692673,0.650620,0.384957,0.459866,0.438244,0.412485,0.292533,0.270624,0.414365,0.326582,0.542671,0.370227,0.000003,0.000005,0.000010,0.000013,0.000023,0.000044,0.000031,0.000014,0.000007,0.000003,0.000002,0.000002,0.458845,94.076077,no_label
0.064648,0.071702,0.095331,0.097980,-60.956229,8.291450,-2.413383,-0.810270,-0.741079,-0.693016,-0.403649,-2.187422,-3.520432,-1.079893,1.762829,2.493825,1.841812,0.000006,0.000013,0.000025,0.000047,0.000112,0.000202,0.000156,0.000053,0.000019,0.000007,0.000003,0.000003,3.642020,103.526304,0.074917,0.140812,0.195048,0.053413,8.578966,2.308320,0.993941,0.533835,0.612489,0.373023,0.413567,0.366819,0.743087,0.555112,0.465856,0.782654,0.612622,0.000003,0.000006,0.000011,0.000016,0.000034,0.000064,0.000048,0.000018,0.000008,0.000003,0.000002,0.000002,0.637710,60.493682,no_label
0.079980,0.103450,0.140272,0.093709,-62.840061,7.852134,-2.206037,-0.810819,-0.715004,-0.681933,-0.406014,-2.081220,-3.299774,-1.010176,1.627650,2.353431,1.714105,0.000005,0.000013,0.000025,0.000046,0.000106,0.000191,0.000148,0.000051,0.000019,0.000007,0.000003,0.000003,3.495605,93.246572,0.099163,0.193730,0.269067,0.052323,11.557564,2.980122,1.214542,0.533202,0.636264,0.397447,0.411201,0.589556,1.143708,0.582174,0.647267,0.978180,0.752255,0.000003,0.000006,0.000012,0.000019,0.000042,0.000077,0.000058,0.000021,0.000008,0.000004,0.000002,0.000002,0.735563,59.084922,no_label
0.095508,0.134918,0.184825,0.093072,-64.751267,7.423669,-1.983863,-0.760572,-0.673782,-0.622051,-0.384293,-1.987480,-3.143228,-0.919895,1.540910,2.280479,1.627513,0.000005,0.000013,0.000024,0.000044,0.000101,0.000180,0.000140,0.000049,0.000018,0.000007,0.000003,0.000002,3.357737,85.758715,0.116742,0.229930,0.319560,0.052293,13.649612,3.527767,1.346845,0.571344,0.647229,0.472391,0.427296,0.748362,1.288793,0.630297,0.703838,1.030465,0.843843,0.000003,0.000007,0.000012,0.000021,0.000048,0.000087,0.000067,0.000023,0.000009,0.000004,0.000002,0.000002,0.790721,60.456007,no_label
0.110449,0.165658,0.228599,0.087738,-66.714287,6.958213,-1.732736,-0.745470,-0.692420,-0.638582,-0.357631,-1.873548,-2.975210,-0.903580,1.419968,2.112782,1.535329,0.000005,0.000012,0.000024,0.000043,0.000096,0.000169,0.000133,0.000048,0.000018,0.000007,0.000003,0.000002,3.216810,74.940894,0.129037,0.255862,0.356053,0.054168,15.348806,3.942518,1.540570,0.592666,0.639772,0.467745,0.480928,0.923670,1.385120,0.625213,0.862074,1.197187,0.878310,0.000003,0.000007,0.000013,0.000023,0.000053,0.000095,0.000073,0.000026,0.000010,0.000004,0.000002,0.000002,0.828157,54.506143,no_label
0.120801,0.196552,0.271595,0.082718,-68.658586,6.491535,-1.505955,-0.698953,-0.613868,-0.547003,-0.323089,-1.681009,-2.730553,-0.814319,1.371663,1.969649,1.415379,0.000005,0.000012,0.000023,0.000040,0.000089,0.000157,0.000124,0.000045,0.000017,0.000006,0.000002,0.000002,3.096330,67.824464,0.132561,0.275806,0.382871,0.054875,16.637404,4.295365,1.593718,0.577113,0.694312,0.544123,0.496759,1.106883,1.618131,0.651461,0.903784,1.280873,0.981683,0.000003,0.000008,0.000014,0.000025,0.000056,0.000100,0.000078,0.000028,0.000011,0.000004,0.000002,0.000002,0.863459,54.092963,no_label
